id,ilevel,v_1,v_2,v_3,v_4,v_5,v_6,v_7
1288,1288,505088.000000,812349.875000,841813.312500,841813.312500,841813.312500,841813.312500,841813.312500
1289,1289,509816.125000,819954.250000,849693.562500,849693.562500,849693.562500,849693.562500,849693.562500
1290,1290,514588.531250,827629.875000,857647.562500,857647.562500,857647.562500,857647.562500,857647.562500
1291,1291,519405.593750,835377.312500,865676.000000,865676.000000,865676.000000,865676.000000,865676.000000
1292,1292,524267.750000,843197.312500,873779.562500,873779.562500,873779.562500,873779.562500,873779.562500
1293,1293,529175.437500,851090.437500,881959.000000,881959.000000,881959.000000,881959.000000,881959.000000
1294,1294,534129.062500,859057.500000,890215.062500,890215.062500,890215.062500,890215.062500,890215.062500
1295,1295,539129.000000,867099.187500,898548.375000,898548.375000,898548.375000,898548.375000,898548.375000
1296,1296,544175.812500,875216.062500,906959.687500,906959.687500,906959.687500,906959.687500,906959.687500
1297,1297,549269.812500,883409.000000,915449.750000,915449.750000,915449.750000,915449.750000,915449.750000
1298,1298,554411.562500,891678.562500,924019.250000,924019.250000,924019.250000,924019.250000,924019.250000
1299,1299,559601.375000,900025.625000,932669.000000,932669.000000,932669.000000,932669.000000,932669.000000
1300,1300,564839.812500,908450.750000,941399.750000,941399.750000,941399.750000,941399.750000,941399.750000
